asin,profile
B000TFLB36,"Beauty that is only superficial. Norelco by Philips Cool Skin 8040x. I have used it for 2 weeks now. I have read the reviews but the design of the shaver was the deciding factor. It is simply one of the most elegantly design shaver of all. Pinnacle of industrial design. It is beautiful in every aspect of it.<br /><br />Unfortunately, the design comes in at cost of usability. 1. unlike its cousins the razor head does not conform to your face. It does not move. I have tested it with other shaver same brand shavers and was impressed how the 3 head flex to conform to your face but this one is fixed. 2. Blade spins at very low rpm. I do not have any numbers but I can clearly tell the blade spins at far lower rpm then other shavers I am used to. 3. Razor surface is far less than other cousins. Because it had to leave the center of the blade empty to deliver the lotion where as other shavers have blades in the middle this model has empty spot in the middle of the each of 3 razor head.<br /><br />Its lotion dispensing ability is very novel. I enjoy its cool smooth feel. Wet/Dry feature is fun too.<br /><br />Its weakness adds up to not so close shave. Even after the shave I feel the hair on my face. So it just won't cut it as primary shaver. So I will be using it as on the go maybe at the gym. But it is very unsatisfying and I am compelled to return it. Use its 45 guarantee thing..<br />==<br />Update: After using it for over 6 months. I think this cuts as close as my other shaver. I am enjoying shaving with this. This circular cutting mechanism seems to be very efficient. +1 star"
B000TFW8WE,"Expensive but worth it.. I purchased this product bc of the leave in conditioner. A little bit of the product goes a long way. Five Stars I love this stuff. Excelente Me gustó mucho Bottle leaked over other items in pkg Average product, price point average for product. Disappointed that it wasn't<br />any more wonderful or even slightly better than any similar product at your local drug store or Walmart. Frustrated that Amazon shipped the hair product w/ another item & the hair product leaked onto the other purchase in se box. This stuff is oily & the bottle was wrapped in 1 layer of bubble wrap which was oily & messy from the bottle not being securely closed. Rather than pay $9 for this, i could get same results using extra Virginia olive oil. My favorite product Finally something that gives me the shine I've been looking for. Also, my hair tends to knot and this prevents it. My favorite Salerm product. Five Stars Great product, I love it !! Salerm products I love that it makes your hair silky and soft. I love the Salerm products . Smells good and adds shine, but... Smells really good and it adds a nice shine to my hair; however the bottle is only 2.36 oz, which is pretty small for the price. I will buy another alternative next time! Incredibly Soft Hair I have long hair and this was used on me by my hairdresser. I called later that week to find out what it was because my hair dried SO soft. I bought it myself and will continue to do so. It comes in a small bottle but it will last a long time. I use a nickel size amount on my combed through wet hair let air dry and that's it! Great stuff!! awesome This is a great product, I use it just after washing my hair, I put a quarter size drop in my hair and blow dry. My hair really does become silky and straight. No need to flat iron afterwards as I had to prior to using this product, my hair texture is very curly and kinky as I am mixed African American and Italian American"
B000TGEI2G,Five Stars Satisified Great product! Does the job of scraping off the white coating of the tongue and affordable as well! Better than the rest Keeping the top surface of your tongue has such a big impact on oral health.<br /><br />These are my favorite tongue scrapers over a handful of different models I've tried over the years. The slim width makes it easier for me to reach further back my tongue without provoking a gag. And the simple mold makes it easy to keep clean with a quick rinse. Reasonably priced to boot!<br /><br />I would have rated five stars i my 12pk didn't have an uneven distribution of the 3 colors as pictured.
B000TGEI5S,"Will like a refund and return product Not the same product I used to buy in the store. Will like a refund and return product. Thank you. Delicate shimmers I love this.  It adds a delicate and subtle sparkle to my hair. Shiny but not oily love it I have red hair got2b made my hair unbelievably shiny. I received so many compliments. It doesnt make your hair greasy either. Just love this product will definitely buy again This stuff rules This is by far the best product for your hair in terms of getting shine and getting rid of frizz.  It is the best because it is not greasy and it doesn't even feel like its in your hair, but your hair looks incredible. I agree, the store where I buy it does not have it on the shelf, if they stop making this product, I will cry as well. It is the best thing got2b has on the market. They would be idiots to not continue this line.  Please bring it back to my store!!"
B000TH48B6,Makes my shower time smell so beautiful and luxurious Take me away Lolita Lempicka! Makes my shower time smell so beautiful and luxurious. Love it and the perfume also. Love Love Love This!! This is terrific!! Love Love Love This!! This is terrific!!
B000TH851A,Two Stars Did not like the fragrance at all.
B000TINMH6,"These are fantastic. I have gone back to using rollers These are fantastic.  I have gone back to using rollers, and these are perfect to use with them."
B000TLSSUO,"Very nice to have, for those inevitable moments. Really helps to keep the Oxygen tubing from getting all tangled up. 25 may seem like a lot, but they will not take up much room, and will not be a wasted purchase. Not what delivered Picture is not what is delivered. Swivel but no ring or even attachment hole in plastic swivel. Wish it was, we need some way to secure the swivel. ... quite a few swivels and this one is the best by far I have tried quite a few swivels and this one is the best by far.  It actually swivels which many others don't seem to do.  You can connect and disconnect hoses easily.  I have never had one of these break like other swivels.  Do not be mislead by the picture.  The box will only contain swivels."
B000TLZ974,"but it's better than I thought and worth the gamble Kinda pricey, but it's better than I thought and worth the gamble.  And so NOT Ghost! i love this album i love this album. i was so happy to find ot for sale on here. ot took me a couple months to have enough to buy it here. so i ordered last night. checked on my order today and it had been cancelled due to outta stock. but it said there were 2 left when i ordered it.  i have it on itunes but it would have been nice to own the actual cd :-(  i found them out from listening to ghost."
B000TN9QPI,The best make up. Period. Thank you so much. Cannot get this product in fine department stores anymore.  You saved the day.  This is my favorite make up ever.  I will be back for more. Five Stars Estoy enamorada de este producto. Como todo lo de Dior!. Five Stars Estoy enamorada de este producto. Como todo lo de Dior!.
B000TQG4P0,"Four Stars nice Five Stars Love the scent Woods of Windsor White Jasmine 3 piece set Does not smell like the dusting powder or shower gel. Five Stars i love this scent Kept it for myself It was intented for a Christmas gift but I liked it so much that I end up keeping it for myself.  I really like the Woods of Windsor products and eventhough I am not a flowery fragrance person, they always captivate me one way or another. Nice Smells Wow nice smell that make me refresh every time good deal and recommended who love jasmine smell"
B000TQK0UK,"Beware - Delivered Product does not match description The technial details for the battery that this seller lists for sale states ""3.5v Lithium Rechargeable Has Twice the Power and Half the Weight of Ni-Cad"".  THIS IS NOT TRUE!!<br /><br />What I received is a WelchAllyn 72200 NICKEL-CADMIUM Battery.  The good news is that it is not a knock off, but the bad news is that it is not a Lithium battery and I could have bought a knock off for half the price.<br /><br />I got sucked into buying this as I would love to have a lighter battery in my otoscope and was excited to see a light lithium battery.  It is unfortunate that it was toooo good to be true!!<br /><br />I have purchased knock off's in the past and they tend to last a couple of years.  That is about the same life I have gotten from the Genuine Welch Allyn batteries.  I would not have spent the money for this battery had I known it was not Lithium."
B000TTNEZA,"good quality Exactly like in picture, fast shipping, good quality, good price, I am happy with this product, very practic, easy to use. Love it LOVE IT I love this product.  It is by far the best roll on waxer I've ever had.  talk about easy to use too.  the heater keeps it heated to just the right heat and prevents the roller from becoming clogged with cooled wax."
B000TV9S08,"Really Nice Face Cream for Sensitive Skin I first discovered this product while visiting a central European country a couple of years ago on vacation.  My luggage was lost and I needed to purchase a replacement facial moisturizer (I normally use Cetaphil SPF 15 for Sensitive Skin).  The pharmacist recommended this product for sensitive skin needs.  It worked wonderfully.  It is very gentle, has a nice smooth texture and is not greasy.  It left me skin feeling silky soft with no irritation.  I used a sunscreen on top of this cream while engaging in outdoor activities, with no irritation from the sunscreen.  When I returned to the U.S., I continued to use this cream at night.  I had periodically searched on amazon for this product with no luck until now.  Thrilled to be able to purchase here!  Please continue to carry this product. ABSORBS QUICKLY, non greasy, and helps fight aging. For 40 years I used German AOK creme.  5 years ago the company sold and stopped mfg AOK.<br />This EUBUS creme is best I have found since.  It keeps wrinkles from forming, is not greasy, and absorbs quickly into skin v<br />I HOPE amazon continues to carry this product!!"
B000TVPOGK,"Served Purpose Needed a walker during my knee replacement recovery.  A family member let me borrow a Lumex Walker they had with wheels on the front.  My surgeon wanted no wheels on it in the beginning of my rehab.  I ordered the Lumex replacement tips, removed the wheels from the front legs of the walker and put on the tips.  Used them for about 3 weeks until Physical Therapist said I needed the wheels to return to my normal walking motion.  I pulled off the tips and reinstalled the wheels.  The 2 tips looked like they just came out of the box.  The held up great during their use. Three Stars made a lot of noise Fully sarisfied Perfect fit, easy to install."
B000TX45AO,"Love this curling iron! I used almost every brands but this one is the best.  I've been using Helen Of Troy curling iron for years because its last long time.  I usually on for over 30 minutes still it won't burn out quickly like other brands. Also temprature is just right for my fine hair. Just spring gets worn out after 2-3 years everyday using so I usually purchase extra spring for just in case.  Order paper for spring is in a box. Does not get hot enough I bought this product because I have short hair. I thought the shorter one would be beneficial takes forever to heat up, and never gets hot enough for my liking. Would not recommend Decent curling iron This curling iron is decent for the price paid. It only has a high and low heat function, and the high isn't really all that hot, unfortunately. Otherwise, no complaints. It works well enough and the value is equivalent to the price. I nice starter curling iron if you are just beginning to curl hair. Easy to use Easy to use and just right for my short hair. Disappointment Does not have a strong enough grip.  I bought the half inch and it was great, nice tight grip for my fine hair, so bought the 3/4 inch and was quite disappointed that my hair slipped right through.. Could be better Really like the size but it doesn't heat up worth a crap. Probably going to ship it back to them. For the money at least make it heat up hotter than luke warm. BEST. EVER. Heats quickly and creates curls that last for days, even after being slept on!  My hair has never held a curl for more than an hour before this magic wand came along! Going to order it in another size, I like it so much! Love my Helen of Troy Curling Iron! I'm so happy I found this curling iron on Amazon.  It's easy to use.  The temperature settings are easy to find and see.  It gets hot enough and the chrome plates are so smooth they don't snag my hair and leave it frizzy. Four Stars works well Two Stars It did not get hot enough to curl my hair."
B000TZWZHM,"Horrible I should have listened to the reviewer who said it made your hair revert.  My hair was a tangled mess.  Softness...no, strength...yes.  Manageability...zero. Five Stars I have spiral Dominican curly hair and my hair loves this product."
B000U0ITBC,"So Far So Good If you are looking for a great hair product try Universal La Bomba Combo Set. My hair loves it. Directions are easy. it doesnt work Made my hard hard and  dry, only the leave in works very good but after 2 days i had flakes and dry scalp! Loved it ! I noticed a big difference in my hair after just ONE use. I have been a ""flat iron"" junkie for years , this and also just having a baby has hair out of wack. I was urged to buy this product by a friend and I'm glad I did. You will see softer, shinier, more manageable hair. I knew these products were worth every penny when people at work ( male and female) gave me compliments on my hair. Please try it you won't be disappointed .<br /><br />P.s. since using these products I no longer flat iron my hair but switched to roller setting instead.... Big difference also!"
B000U1U3H4,"Great Deep Conditioner! This product is a wonderful & intense deep conditioner. I generally leave it on for approx. 20 minutes w/ a cap under the dryer once a week. The finished result will definitely leave you pleased. This product is just what's needed & it does exactly what it claims to do...leave you extremely satisfied w/ deeply moisturized hair! The price also gets a thumbs up from me. This product I started using after noticing my hair stylist using the Detangler, but as a leave in instead right before setting my hair. I became curious and checked it out on the Internet & am glad I did! Five Stars Perfect"
B000U5W72E,"I cant live without it Tea tree oil is the cure for chronic foliculitis, i cant live without tea tree oil. Desert essence feels like a clean oil, unlike most I’ve used of other brands. It doesnt clog pores either. Good product, good price This is not only an excellent product at an excellent price, but it's very nicely packaged, too.  If you're looking for Tee Tree Oil, this is the one to buy.  It was recommended to me for the treatment of a toenail fungus - and it worked like a charm. Great price!! I had previously purchased this brand of tea tree oil at Whole Foods Market in NYC and paid about $12 for an ounce.  I paid $15 for a 2oz bottle and it was shipped free because I ordered some other necessary items.  No complaints!!"
B000U65ZPE,"Requires patience The shaver is much better than the lesser priced but it still takes patience. You must go over and over areas three and sometimes four times. verry good product i am so satisfied of this product it is shaving the body smooth and it;s not scratching the skin as the razors... and it good for all the body zonez armpits, chest, belly, legs even ur between-legs zone. It is perfect Works Great with 2 Minor Issues I've had several different kinds of trimmers in all prices ranges and this the best I've seen under a $100.  First of all, I have to say I'm (unfortunately) a pretty hairy guy.  I haven't the slightest idea why there are bad reviews other than maybe they didn't follow directions or worse actually tried to trim wet body hair (not gonna work well with any trimmer).  This thing has worked pretty well all around and seems to be safe even in the most sensitive areas.  If you hold the clipper edge around 45 degrees against the skin and start in the direction of hair growth first then back using the other clipper edge it works pretty good.  I have very coarse hair and sometimes need 2 swipes before I can use the foil part so it isn't 1 stroke perfect, but again I'm comparing to results I've had with other trimmers.  I like that it's easy to clean and I can rinse it out as well.  I'd give it 5 stars except hair sticks in the guards if you use them and you have to clean it after every couple or so passes on the curlies.  Also I don't understand why a big company based in Netherlands selling global products wouldn't make a travel razor duel voltage.  What if I need to shave my junk in Amsterdam?  Power inverters are heavy, not cool no irritation bumps This is one of the few products I've used that prevents irritation bumps in sensitive areas.  The only complaint is that the foil screen doesn't last long before it will become damaged.  The good news is that Amazon now carries replacement screens for a really cheap price.  If you're a guy that shaves his chest, legs, or crotch areas, this is a must have.  Say good bye to razers and irritation! push button broke and this was a replacement for the ... push button broke and this was a replacement for the first one that had the same problem after using for several months. Good idea, but it just doesn't measure up Very disappointed in this product. Here's why:<br /><br />1. trimmer blades too small to capture and cut hair efficiently so most of it is either pulled painfully or missed completely.  It can take more than 10 passes to trim an area and irritation lasts for hours.<br /><br />2. foil section also pulls or misses hair as much as cutting it.<br /><br />3. handle should be at least 4 inches longer to make it possible to reach the back. BUY IT I am not quite sure why there are negative reviews about this product. Maybe it's because my body hair is more fine and easier to cut? I don't know. I don't really care either. All I know is that the bodygroom is amazing. It ""grooms"" like I used a razor, leaving no stubble or irritation. BUY IT! Bodygroom User for LIFE! Listen, I'm a somewhat hairy guy. This product has always been a lifesaver. It trims everything I need it to and doesn't knick the things I need it to avoid. It does the job but makes me feel... confident in the process. IT WORKS GREAT! I was skeptical about this trimmer/shaver.  I was really suprised how it removed the hair as if I was using a wet razor.  It was that smooth!  It also did not pull or cut any skin like other trimmers and razors can even on the most sensitive parts.  I shaved my entire body in less than 20 minutes.  I was so easy.  If you like to be smooth, this is your answer.  Buy it now. I found that it works best on when the hair and skin are dry. IT WORKS GREAT! I was skeptical about this trimmer/shaver.  I was really suprised how it removed the hair as if I was using a wet razor.  It was that smooth!  It also did not pull or cut any skin like other trimmers and razors can even on the most sensitive parts.  I shaved my entire body in less than 20 minutes.  I was so easy.  If you like to be smooth, this is your answer.  Buy it now. I found that it works best on when the hair and skin are dry."
B000U69JME,"Wonderful product I love the smell of this!  It works great on my face, neck and hands.  Yes on the backs of my hands.  This product leaves my skin glowing and I have only used it a handful of times.  I like to put this on my face and use my blow dryer on cool to absorb in my skin then apply my next steps in skincare.  It does not leave my face or hands oily.  I would buy this product again and again! So far , it's lovely..~!~ I'm going to state right off the bat this is well worth it..I add to any cream { it is truly improving my skin }..I<br />started mixing this at first to a nice cream at night..After a few weeks of  mixing face cream w/oil, I've started to use just oil a couple of days on face and neck , and I'm really impressed.<br /><br />Update  6/9/2013 : I purchased this in March , I'm very happy I did , Love the scent..I'm pleased to say I can feel , and see the difference in my skin..I must state that I'm also using flax seed oil , but I use one oil , morning and night , then the other..I've taken care of my skin the best always , and never suffered too much acne..but for some reason blackheads around my nose crease { hung in there } were difficult to get rid of , this caused whiteheads to appear also...After more than 6-8 weeks of using this I no longer have the blackheads around nose , { a few clinking to the tip , but fading } and the whiteheads are getting smaller and disappearing...I use this both with a face cream , and by itself..Both ways work well..~!~<br /><br />Will for sure be buying more , this oil lasts too , and it goes into skin, without waste..This will last me at least another 3-4 months..~!~ I would recommend stopping by TJ Max and Marshall's to see what ... I use this oil before their express the truth cream at night.  Both are heavier products than the vitamin C serum and moisturizer I use in the morning but works well for my combination skin.  Although Ole Henriksen products are pricey a little goes a long way so you don't have to use a lot to get the results you're looking for.  Which helps a little with the upfront cost.  I would recommend stopping by TJ Max and Marshall's to see what they carry (although products at both stores are limited) for those who are trying these products for the first time.  That way you can buy them at a fraction of the cost while you determine if you like them. Got Rid of My Acne! This product is awesome! I get really bad breakouts now and then so I use this stuff and it gets rid of it the very next day!! The inflammation goes down and my acne was cleared up in a week! I have oily skin, but this stuff is not oily or greasy feeling at all. It doesn't clog my pores and it seems to be the best solution for my acne so far. Definitely plan on buying this stuff again after I finish my first bottle. Also this shipped very fast and it came with a free sample too! This is totally worth the extra money. Save up and invest in good skincare! Four Stars Good product to add moisture back into dry skin Really works on sensitive skin I love Ole's products which I have been using for several years. This is one of my favorites especially when my skin is irritated or dry. I use it overnight when I have any redness and by the morning my skin is calmed and the redness is gone. I often use Nuture Me creme on top and the two work great together. weeks of perfect skin and then WHAM crazy dry spots This oil is a MUST. Don't be afraid to use if you have difficult skin. My skin is just plain weird...weeks of perfect skin and then WHAM crazy dry spots. But this oil has helped balance out my skin so that the good weeks go on and on! Love Ole Henriksen!!! Amazon is the only place I've seen this oil.  It smells wonderful and feels great on my skin.  I have fairly dry skin, so even though I mist with an Ole product before putting on this oil, I still have to put a small amount of lotion on over it.  The combination makes my skin look like it's glowing though! Five Stars Makes me skin feel hydrated and cushed. Five Stars This complexion oil is wonderful - leaves my face smooth and well-hydrated."
B000U6CSDQ,"Where's The Lily Of The Valley? I tried the soap and lotion from this line. The products are good, although not exceptional, and IMO not worth the price. The fragrance is OK, but very faint, and it fades away quickly. It does NOT smell like Lily Of The Valley, and that extract is not listed in the ingredients."
B000U7Q6C4,Very flimsy poor quality Take more than one step they will tear. Very flimy and poor quality. I expect to be able to take at least a few steps before my feet will be on the ground. It's better to spend more money to invest in a better pair. Or something that you can reuse at each pedicure. Flimsy The first time slipper was placed on feet it torn almost immediately.  I was very disappointed when this happened to one of my customers.
B000U7TBEY,Toner Smells great and goes on easilly but very effective.  Made my skin look very bright and clear.  I would buy it again. Great texture Great the best Empty package! Package I received was EMPTY! Light scent Just love the scent of this. Purchased it many years ago and decided to buy it again. I feel great after using it. Five Stars Dr Grendel is the best. This gets off every trace of makeup!
B000U9YLVA,"Cool Skin Lotion The Cool Skin lotion works okay but seems to not last as long as the packets of lotion (HQ170 packets) lasted on the previous generation razor. This product is also more expensive than the previous generation of lotion ($7.99 compared to $5.00). I was forced to buy online because after I bought the razor and one lotion refill bottle at a local WALGREENS last December, the lotion and razor have both disappeared from store shelves. I have looked at Wal-Mart, CVS, Walgreens, etc. only to find that no one sells this product. Most Disappointing! RIGHT ON TIME HAVE NOW BOUGHT 2 TIMES FROM THIS PLACE  THEY WERE NICE ON TIME AND  PRICES WAS  RIGHT CHEAPER THEN WALMART TOO"
B000UBS3JO,"soothing and smoothing This was my Christmas gift to my husband, whom usually is hard to please.  This was a pleasant surprise for him.  We visited hot spring spa in Japan for few times.  They are particularly useful during unusually cold winter in Houston this year...it seems colder every year recently....so I might get 2 of them next year.  I secretly used one package one night and had a wonderful bath with authentic Japanese Onsen (hot spring) smell, colour and effect(!).  Powder melted quickly and heavenly.  It soothed my mind and smoothed my aging skin. Just what she needed! My sister has been under a great deal of stress lately so I purchased this product ,for her, and sent them for her birthday. She contacted me to let me know that these salts are FANTASTIC. She informed me that her skin felt moisturized without feeling oily, they did not leave residue in the tub and they smelled amazing! She has sensitive skin and was amazed that the salts did not cause any irritation. Upon hearing her rave about how great they were, I intend to purchase some for myself. I'll keep you posted! A Spa Day Without Breaking the Bank These are amazing!<br /><br />What I love:<br /> The packaging is very authentic and super cute.  Plus they are very convenient.  I don't have to worry about measuring anything out and spilling.<br />The sensation is fantastic, so relaxing, and the colors of the minerals make any bath time a treat.  You feel like you are actually at a spa, especially the variety within each package.<br /><br />What I don't love:  Not many things.  For the most part, this purchase is pretty wonderful.  If I was being picky, I would say that I would want a more fragrant salt; maybe more of a variety of smells. Perhaps mint or citrus?<br /><br />Overall it is a great experience! Hmmm... I'm not sure why I bought these but I see &#34;bath salts&#34; in the title so I assume it wasn't a good idea unless you want to eat someones face off. DIVINE THESE WERE FUN TO USE, AND THEY DO COME AS A HIGH RECOMMEND BY ME, TO ANYONE..<br />I LOVE DEAD SEA SALTS IN MY BATH AND CERTAIN OILS AT TIMES ALSO.. NORMALLY.. Addictive bath salts These little packets of bath salts are wonderful! I got to try a lot of different scents, not one unpleasant.<br /><br />Not a single word of the packaging is in English, but it made it more interesting. I didn't know beforehand what scent or color I was going to get (well, color is kind of implied before opening, but not scent or location). The salts don't leave a ring or any residue at all on the tub, but they do leave the bathroom nicely scented for several hours after use!<br /><br />After I bought these, I decided to try a couple of the Bathclin salts that TruRenu sells. The Bathclin salts are cheaper, but I like these better."
B000UBTX8E,"Great These are better than Bathclin brand salts.  Quality, fragranced highly and beautifully, and oh- so silky it makes your skin feel!  This is a sensory experience that must be tried to fully appreciate the unique novelty and genuine benefits of trying true Japanese style spa salts!! The instructions are even in Japanese!  The water turns color also, depending on the style/fragrance you use, which most bath salt brands (european), dont. These are less expensive than many products on the market.  But none compare to these.  Gorgeous fragrances!  You can take packets of these on trips , so it's convenient for travel.  And they make nice gifts..unique!!"
B000UCB994,"Excellent soap This is a really great soap for everyone, including men.  It has a soft smell that no one should dislike.  Gentle on the skin, and doesn't leave a heavy smell after bathing."
B000UCEG1C,"Keeps my hair in place I have been using this product for about 20 years now. It keeps my hair in place and wouldn't be without it. Unscented is all I use. Love it. Good Product It is easy to get and the only place I can find it. i couldn't find in store very good Five Stars Good product, fair price. Nice product I like the pump spray, more control. I have a place to get it I like everything about it Great product This spray is great. I use it all the time it is better than the ones for women.<br />I will order it from amazon from now on. It is hard to find in local stores,Try it now you will like it. If you like the aerosol, you may not like this version. More watery than the aerosol.  Hair looks a bit wet. Not in local stores, no problem on line Good performance, and I prefer pump, not aresol. Five Stars best for my hair"
B000UEBPUA,You get what you pay for. They're pretty cheap. The furry part wears out easily and they tend to not stay closed. Good thing I only got 'em as a joke; wouldn't bother using them for 'play'.
B000UEW2AC,"Three Stars Just okay! Not satisfied The pads not nurishing to the skin. They were actually on the dry side. Since this was my first purchase of the product, I was not able to compare it with anything else."
B000UI9GTS,"Great Shower Fixture This is the best shower fixture I have ever had. The only problem is that it is not as water efficient as I would have liked.  I would like a shut off button on the main showerhead. There is one on the hand held wand. I also had to have it professionally installed. Five Stars Quality item. I love this shower head but I want to warn you ... I love this shower head but I want to warn you of two things. One, it does not come with the handle to turn the shower on/off. I had to purchase this separately. Second the regular shower head does not swivel (not the hand held), it is fixed into one position. Other than those two items this is a beautiful set of shower fixtures."
B000UI9HHO,Mens Talc with Frangrance Wonderful men's talc with light fragrance. Just right for a light dusting right after a shower. My wife loves the scent.
B000UIBC7W,Halston is the greates I have worn Halston for over 30 years and still have people comment on how good I smell when I wear it.
B000UJZIEY,"I will never use a dry shaver again. For the past 4 years, I was using an expensive Braun dry shaver and not getting a close shave. Two months ago, I switched back to the old manual razor.  I was surprised at how expensive blades had become, and how much slower a razor shave is. Especially shaving around the throat.  I then saw this on the lightning deal, and was curious how a wet shaver would work.  I gave it a try.  The shave is very comfortable, and very close.  It really matches the razor blade shave, but is much more comfortable.  I only gave it 4 stars, because the conditioner that is automatically loaded into the razor during the charge, doesn't last long at all.  One reviewer wrote that he uses regular shave gel. I have a lot of very old cans  of Gillette foamy Gel.  I used that as if I was using a razor.  It works great.  Just rinse it off the shaver during shaving and after you finish, while the power is on. Since this shaver is made to use in the shower, using regular shave cream and rinsing the shaver doesn't cause any problem.  Given the price of razor blades, it won't bother me to spend $30 for replacement blades when needed.  I love this shaver, and feel badly that I couldn't give it 5 stars.  Buy the shaver, then using the much cheaper gel that you slap on your face. Love the shaver...Holder is a total waste Have been using a Phillips lotion shaver for several years. I think the shave is close and comfy. This new one is great like all of them. Save your money and don't buy the charger/auto  filler. Easier and faster (and cheaper) to fill manually, and charge in the included holder. 5 stars if they didn't tell you how great the auto fill is so they can squeeze a little more out of ya. When this one dies I will buy the newer model...Happy Shaving Norelco finally got it right! I have used electric razors for over 35 years all have good points and all have weaknesses.  Norelco razors have two problems.<br /><br /> Hard to clean.  As the cutter and blades fill up the motor is not able to maintain the speed and nicks result.  You must take the blade and cutter assembly apart to clean properly and if you cut longer hairs by accident(side burn area etc.) it will wrap around the cutting blade and really slow the motor down. The motor slowing is the worst on the new ""3 blade"" called the Speed XL, they just seem to be underpowered.(just as a note the older Spectra blade replacements fit these razors and seem to work better).  Think of this problem like a paper shredder that has not beeen emptied and hasn't room for more papers in the bin.<br /><br />Hidden Build up. I have changed batteries in several of my Norelco shavers and the build up of gunk where only disassembly could find and cure it, is remarkable(same with most brands).  I suspect this is gunk is high in bacteria and the cause of most skin infections from nicks.  The stuff you never knew was there is nasty!<br /><br />Now for the cure: Norelco 8060x!  This razor blade assembly has open backs for the stubble to fall through as you shave. I use mine in the shower so no mess.  The blade assembly is completely seperate from the motor unit= no place for gunk to build up! The unit is entirely water proof.  The blades disassemble easily so you can get at those occasional ""longer hairs"" that wrap around the cutters. The cutters have more blades on each, so the shave is faster and the motor seems stronger than previous models, hence less slowing.  The Nivea solution is great, but you can use regular shave cream or gel.  I like the Nivea Gel for Sensitive Skin, it seems to be the right thickness for the razor and works alomost as well as the cream you load in the razor.<br /><br />The only negative for some people might be the size or shape of the handle, it is smaleer and lighter than most shavers.  Some people with larger hands may find is inconvient and others may find it easy to drop.<br /><br />Overall this is the best all around razor I have owned, there is a brief time required for your face to get used to any new razor... This ones worth it!! Sensitive skin I have used a variety of razors over the past few years and received comments at work about the state of my neck - red, irritated - resembling an altercation with a hangman. I started shaving the night before.<br /><br />With this razor, I have had no problems. Clean close shave. Easy on maintenance. No irritation.<br /><br />Only comment - I do not have a particularly strong beard: dont know how it would work there. Norelco 8060X  Shaving System I have been using the cool skin shavers for 9 years. My previous was the 7775X. The shaving 8060X system is a significant improvement over the old cartidge type models. The shaving system allows simply plugging the razor in the charging station and filling and charging in one simple action. The head system is much improved with no shaver body around the heads allowing the heads to trim easier under the nose and side burns. The heads are more firmer to allow pushing harder to get more pressure. The old razor heads merely recessed back into the body when pressed harder. I have noticed it takes less time to shave. I have not noticed any closer shave with the 8060X. good shaver This is the first wet/dry I have owned so I have nothing to compare it to but it works as advertised. Used it for a month and no problems yet. Great Oroduct Bought this for my husband who was using a much older version. Starting using the day after Christmas and is extremely happy with his new razor.  The old razor was causing a rash on his neck and even with new blades, he was no longer getting a close shave.  Some reviews complained about the razor using too much lotion and not getting a close shave but we do not share this view.  This is a great razor and gives a very close shave. Good replacement for my 7735X I picked up this razor as a replacement for my 7735x because the battery finally lost its charge after over 2 years of daily use. I think the moisturizing system on an electric razor is pure genius and I hope Norelco contiues to improve the line. Anyway, the 8060x makes many improvements over the older line but further improvements can be made.  First off, this razor is relatively compact over the 7XXX line. The blades sit atop the body making the razor smaller overall but leaves the blades vulnerable to damage during travel. The lotion dispensing is now electronically actuated vs. the manual pumping you have to do with the older line. One thing that irked me was that the lotion didn't always make it to the blade or skin surface. The lotion comes through two stems coming off of the body and then through a hole in the center of the top two blades. Theoretically, the lotion should just come out onto the blades and on to the skin but while shaving the lotion leaks out to the underside of the blade where it doesn't do a whole lot of good. Maybe if you dispensed the lotion while it wasn't pressed against your face but that would add time to your shave to do that every time you needed more lotion. On to the charging and refilling stand. This is a huge advancement over the previous model. The stand not only recharges the razor but automatically refills the razor with lotion! This is much more convenient than either running out of lotion mid-shave or being out of lotion because you forgot to replace the cartridge. The bottles are $10 for less than 3 oz. Kind of pricey if you ask me and I haven't checked what $10/3 oz. would equate to vs. the cartridges. The razor charges in no time. 90 mins for a full charge and it has a quick charge mode but I never seem to let it drain completely. The razor also comes with a travel charging stand for easy carrying. You'll have to carry a bottle of the lotion to refill it manually in this case. One last thing, you do get a trimmer attachment. Just pull the blade head off and snap the trimmer on and you're good to go. I recommend this razor despite the few gripes I have about it. Nothing's perfect but this is as good as you'll get if you want a razor that dispenses lotion. Five Stars great One Star Piece of crap."
